km,price
213232,20004.68
66212,54540.88
26522,25141.78
161004,19427.96
81977,20211.23
151439,29602.61
107155,34567.45
153102,47666.979999999996
121036,31334.64
114070,33579.3
114580,32173.2
134527,-11059.27
145914,27931.86
206843,21298.57
34670,29224.3
209525,29652.75
49185,28537.15
178254,35522.46
241686,51376.14
4643,23892.57
94641,17172.59
153072,52053.28
217377,5756.23
167445,20471.55
246055,8202.45
161635,14265.65
218003,9713.97
108743,12812.57
249608,7526.92
181955,-1670.5499999999993
151035,11174.65
27036,-1787.3600000000006
84252,34333.479999999996
246443,28580.57
49194,4439.0599999999995
145940,22599.6
118434,14434.66
152033,28475.67
94720,14005.8
12236,32807.64
231119,28191.809999999998
99288,337.1200000000008
67157,22221.43
27490,10513.1
78995,21345.05
181251,34714.49
78448,24789.52
109301,13839.99
143111,30759.89
16774,-8073.74
96703,-377.03000000000065
207781,7374.1900000000005
107919,23387.809999999998
204352,21278.48
23907,21055.93
51238,40081.62
2568,30870.32
205906,13051.94
171223,2580.7700000000004
139483,12458.17
187540,-7786.4
1368,33988.32
34439,49264.61
130387,19838.129999999997
144999,17380.010000000002
75430,25375.7
48188,37616.12
18717,15756.83
223120,14348.8
102690,17899.1
206815,15331.85
45184,57106.16
233557,37455.43
105909,33423.91
212855,37538.45
232643,46622.57
226782,35035.18
246253,45907.47
159530,32211.7
201442,16621.58
73779,14456.21
6667,1001.3299999999999
156129,-2064.290000000001
114975,7414.25
34095,12598.05
36738,12914.62
231131,14021.69
233649,-2816.49
46947,-10519.47
35141,49637.59
1344,26758.559999999998
108748,45154.520000000004
170064,-5787.639999999999
198793,13545.07
110913,43895.869999999995
244142,38306.58
249675,16228.25
54131,31279.690000000002
166735,11175.65
126529,29941.71
159751,55646.49
70204,7949.959999999999
208692,27040.08
8998,46880.020000000004
102605,32665.95
137134,11193.66
154550,52074.5
136253,23560.47
86560,49215.4
58229,28509.71
69,7035.3099999999995
189344,14965.56
219509,29568.91
57350,17633.5
64487,1314.1299999999992
183830,21407.7
232759,27863.41
52339,26958.61
4595,14703.05
157650,24881.5
170472,19103.28
206482,27772.18
94659,13780.41
192563,21453.37
112748,14529.52
205719,15229.81
130879,22612.21
81817,46091.83
242603,24692.97
170435,42481.65
101278,28894.22
13317,49971.83
159333,5889.67
36152,16110.48
212087,39772.130000000005
13206,13037.94
31167,43811.33
35321,52885.79
192590,4538.1
230531,31794.690000000002
232274,-7338.74
192971,38839.29
36519,22037.809999999998
88536,38692.64
186854,10198.46
44796,32080.04
79215,18064.85
178448,2640.5200000000004
192870,42744.3
230245,15412.55
45639,55583.61
243294,32480.059999999998
190375,38097.25
190712,27589.879999999997
5525,12761.75
213869,28590.309999999998
4500,15049.0
57885,29374.15
245488,35948.119999999995
28613,39993.87
87704,7332.959999999999
131854,7513.459999999999
51492,18629.08
169182,19525.18
96792,18649.08
137531,4097.6900000000005
161893,1259.0699999999997
158724,8868.76
38322,39427.78
127447,35582.53
153755,28654.45
188257,28995.43
214944,7650.5599999999995
162737,1607.6299999999992
147116,-3221.16
112308,25555.92
141589,34359.11
102341,53054.59
90035,44424.65
200317,5021.83
166221,54274.79
176568,21372.32
49998,11024.02
31086,32833.14
157570,19531.3
248473,1569.2700000000004
131553,22558.47
242398,2242.0200000000004
180549,-6632.49
139642,7223.58
109313,53595.869999999995
179958,11081.42
16513,27771.870000000003
30879,-6468.790000000001
3624,38354.76
107878,36373.22
32468,24959.32
115045,45863.55
248227,36787.729999999996
145148,5999.52
233111,35038.89
165026,12205.74
57205,35644.95
208515,37977.85
223560,33501.4
79686,41477.14
195681,50933.19
194055,22587.45
159379,29431.21
93696,48567.04
124212,34298.88
64337,57891.63
221354,21872.46
3812,40979.88
76343,9580.57
26368,-6790.68
235174,4130.26
109817,-8951.17
106279,53025.21
54040,42741.6
151912,39435.88
39387,20750.129999999997
158351,16804.489999999998
129646,21773.54
3603,8853.97
101274,33989.26
6999,7713.01
185398,37391.020000000004
37067,-4176.67
234369,-703.6900000000005
182536,12546.64
76709,60051.91
129203,4848.969999999999
142383,-5818.83
47712,672.8799999999992
161934,-2272.34
242145,29067.55
224082,20095.18
45110,42660.9
8421,23382.79
81823,23733.77
96976,-1089.7600000000002
4309,16917.91
229619,8161.8099999999995
208835,8657.65
65441,12509.59
215333,37020.67
130473,34891.270000000004
174028,32849.72
150924,12895.76
133775,16060.25
209928,24176.72
71420,31297.8
141161,37321.39
49148,3639.5200000000004
75409,27173.91
240867,16884.33
154184,7405.16
89328,23909.72
195148,1186.5200000000004
170551,17522.489999999998
76319,24249.809999999998
132760,22159.4
72371,-1781.7099999999991
73613,27121.870000000003
213430,23546.7
25178,24665.22
123006,33996.94
64559,22474.41
115481,9809.19
155267,48522.33
248667,-3165.67
28242,34778.58
32191,31277.09
249470,39771.3
23389,-9294.89
70250,-8202.5
64024,11669.76
121516,39166.84
219954,30345.46
72762,35250.38
45590,37822.1
221817,45950.83
29573,33026.270000000004
190723,7452.77
74970,31750.3
188786,12379.14
84967,40424.33
53405,11755.95
20454,16840.46
239672,26355.28
178765,50455.35
138252,-10244.52
237684,24283.16
73709,20654.91
62390,38630.1
247585,36249.15
19578,10340.22
179875,6250.25
221147,18438.53
13603,37864.97
178692,4021.08
117522,43365.78
161836,-5384.360000000001
126025,2693.75
155690,11306.1
16303,41502.97
147873,12058.27
131994,34176.06
217362,3756.380000000001
159232,18651.68
43287,58661.13
13310,43855.9
181855,-3341.5499999999993
110448,36989.520000000004
79307,39840.93
115055,35650.45
241546,5391.540000000001
88742,45117.58
50060,29001.4
51864,32888.36
136772,-11919.72
202973,45666.270000000004
162774,39492.26
49487,42078.13
220684,21414.16
133504,-3726.040000000001
199148,24320.52
231954,28387.46
184529,45936.71
105599,40076.01
94845,31458.55
96566,29849.34
211910,8023.9
182193,10536.07
228058,2043.42
98431,14576.69
156781,31837.190000000002
7495,8883.05
83784,18350.16
224917,40373.83
225766,45980.34
24750,10690.5
18429,19032.71
35474,25651.260000000002
118167,32980.33
7243,12646.57
202410,1261.8999999999996
28897,8383.03
134004,32206.96
22591,8592.09
248461,393.3899999999994
150198,22291.02
124707,22214.93
104244,10241.56
52996,34260.04
119896,36518.04
175100,21431.0
147602,4260.98
126681,10052.19
42937,2093.629999999999
133202,30879.98
188279,29174.21
50851,34537.49
72352,136.47999999999956
181564,17166.36
180947,5859.530000000001
160017,26576.83
235929,10604.71
73579,43692.21
247572,4246.279999999999
187158,7803.42
56288,15375.12
183572,18474.28
248752,27791.48
200004,-6005.040000000001
248786,26458.14
101848,48150.520000000004
173320,10100.8
173270,14533.3
185980,809.2000000000007
65662,39947.38
8798,16110.02
225153,-309.53000000000065
189788,3057.119999999999
241350,1964.5
160879,-8551.79
415,46088.85
64397,33937.03
197532,24664.68
59986,21237.14
149941,28643.59
93200,7208.0
184847,4515.530000000001
57214,15656.86
202728,23680.72
241220,13574.8
56587,35536.13
195768,7582.32
40858,48788.42
156109,43932.91
30014,35179.86
113361,1817.3899999999994
13007,33155.93
194807,36262.93
189520,15731.8
75726,18854.739999999998
176468,33502.32
184508,42248.92
79697,30648.03
188956,19998.440000000002
158323,32108.77
112862,-4885.620000000001
91511,43765.89
23606,6958.9400000000005
227086,26215.14
101830,47810.7
195350,53224.5
80349,15938.51
34709,35811.91
17527,27239.73
242904,16777.96
202348,-7249.48
71877,8806.23
103818,21473.82
69582,15956.18
161608,27103.92
133183,45389.17
229142,55703.58
212101,-4250.01
166335,48207.65
232263,18567.37
197750,-3516.5
230111,3302.8899999999994
107936,-7799.360000000001
165366,37719.34
177282,-13552.82
6550,5644.5
18975,37191.25
16214,52935.86
83338,14188.62
180391,24556.09
54946,-3534.459999999999
212665,23976.35
159303,34455.97
32672,43264.28
167827,33610.729999999996
126677,19068.23
60172,36967.28
91897,13983.03
77157,26446.43
51312,3134.879999999999
34763,13064.37
19498,37158.020000000004
40105,5155.950000000001
63014,31879.86
101924,2329.76
32843,17310.57
232734,-9435.34
111413,13887.869999999999
213732,22311.68
196969,-8486.69
103266,37779.34
14453,27074.47
213621,30179.79
170559,21877.41
105031,13471.69
82597,19664.03
107896,21544.04
32125,46043.75
196363,32861.369999999995
231825,25721.75
1028,14280.72
191874,37169.26
4768,23585.32
113799,14057.01
225998,48438.020000000004
97534,23463.66
78132,37924.68
85456,9278.44
99203,20966.97
39467,-3076.67
196367,12526.33
210330,30560.7
206605,6029.950000000001
162659,20033.41
81197,42043.03
135784,14916.16
60993,55662.07
11727,-3206.2700000000004
165793,37542.07
211761,19705.39
119513,29015.87
25834,12110.66
145816,33054.84
154943,21141.57
195047,24214.53
187105,21136.95
69377,16176.23
76887,16612.129999999997
143230,27068.7
165560,-1820.6000000000004
47583,28896.17
85366,4354.34
248646,-2856.459999999999
98145,8424.55
36434,15848.66
20000,33976.0
124793,44928.07
238202,22862.98
213384,23077.16
166919,24645.809999999998
52162,6423.379999999999
44124,6557.76
201991,34805.09
59751,23525.489999999998
159631,41563.69
237559,39475.41
119084,30744.16
100396,4210.040000000001
7419,38878.81
173727,2733.7299999999996
84715,33203.85
248163,2433.369999999999
107055,38695.45
193966,39447.34
109971,200.29000000000087
98904,34670.96
151393,28161.07
60923,9615.77
45649,1455.5100000000002
219254,-11208.54
209421,23527.79
122006,18158.940000000002
87163,44946.37
178483,19374.17
71515,36335.85
69994,33137.06
40562,36587.38
246778,13478.22
34822,25830.78
28456,24474.440000000002
24808,9600.92
31279,40123.21
42595,30977.05
159936,32893.64
123973,14478.27
238687,3424.130000000001
124029,33307.71
158376,-3045.76
75689,38426.11
127862,26923.379999999997
83970,-1047.7000000000007
52528,28446.72
52977,18986.23
225149,45821.51
48260,24504.4
90220,2731.7999999999993
230160,41446.4
79692,-1407.92
232337,56147.630000000005
161859,-2729.59
204943,14115.57
180651,7222.49
159056,2074.4400000000005
7577,10658.23
195864,24673.36
119815,-1338.1499999999996
159996,47654.04
141437,8119.629999999999
147591,27880.09
85653,7067.469999999999
26696,33221.04
101486,43718.14
129052,19700.48
245140,25632.6
97641,38139.59
154532,48987.68
216833,9156.67
200187,796.1299999999992
193901,26783.989999999998
217240,33427.6
131201,16848.989999999998
32711,14247.89
106779,-2110.790000000001
173190,25200.1
117867,36728.33
159046,17572.54
105048,14833.52
69115,46140.85
169060,54350.4
11859,14894.41
218402,15419.98
180211,14689.89
198970,43310.3
111979,19962.21
171099,8204.01
198922,35570.78
120220,44986.8
165028,28292.72
76436,30161.64
74022,8913.78
119003,41451.97
104972,24234.28
43696,8229.04
108754,25733.46
216611,29845.89
123985,50101.15
132130,38833.7
237174,10274.26
19452,36253.479999999996
79459,6815.41
108179,-8081.790000000001
216413,12913.869999999999
102853,23027.47
174104,-4134.040000000001
143546,54594.54
241869,49902.31
50562,7138.379999999999
55339,46033.61
248226,30971.739999999998
168544,16934.559999999998
212602,32256.98
175491,29771.09
78662,22809.379999999997
98054,25332.46
193926,13141.74
50904,3994.959999999999
230876,15093.24
130294,40472.06
3780,-885.7999999999993
234927,14066.73
126961,10491.39
61851,28568.489999999998
244325,3228.75
244644,-6674.4400000000005
51674,11534.26
219796,8304.04
92034,3440.66
126013,21321.87
126860,13854.4
116698,33666.020000000004
108438,32823.619999999995
125626,44246.74
232226,54905.74
149318,33188.82
45447,11178.53
218731,50212.69
200977,36956.229999999996
95556,36827.44
214407,28168.93
148481,4940.1900000000005
94460,18218.4
128329,50658.71
31906,13383.94
46803,42072.97
108969,4568.3099999999995
177493,4407.07
53288,14344.12
52711,31029.89
248725,54399.75
229530,28050.7
40026,19732.739999999998
126918,18221.82
41750,49137.5
115821,3378.790000000001
119432,7579.68
192262,-6275.620000000001
173431,40107.69
28624,5330.76
70688,15167.12
7659,10526.41
169950,21547.5
244236,18716.64
64449,42919.51
87820,-792.2000000000007
35636,3925.6399999999994
139569,41535.31
23632,44812.68
156375,28741.25
89615,49208.85
175937,3968.629999999999
15517,26490.83
45997,13074.03
69872,38905.28
244326,41204.74
65282,38286.18
148771,43770.29
132138,47731.619999999995
55212,37038.88
135305,34475.95
1183,21964.17
189680,22447.2
139550,49746.5
19282,7871.18
29664,35354.36
119015,12580.85
78229,2054.709999999999
123065,38796.35
106610,13122.9
174632,6110.68
217373,15533.27
11179,42795.21
134946,29036.54
210905,18277.95
141130,6341.700000000001
24734,39927.66
163158,44448.42
4933,20819.67
23862,9514.38
180993,-3316.9300000000003
196178,24017.22
79268,20177.32
62362,9420.38
106184,17986.16
236837,4821.630000000001
41619,59144.81
15494,13896.06
145537,25614.629999999997
217333,22537.67
32309,13880.91
242130,-4242.299999999999
181512,41174.88
131909,23023.91
103118,26173.82
220422,19448.78
139223,56496.770000000004
20304,23556.96
178522,25240.78
160975,17958.25
8785,23857.15
244071,1279.2900000000009
223893,49530.07
31426,50566.74
118298,17160.02
131584,-5967.84
242739,18703.61
23553,22555.47
219542,28867.58
123137,2029.6299999999992
62512,16305.88
183905,16275.95
196682,11908.18
110328,39843.72
187133,15243.67
88670,49946.3
204683,1999.17
143655,33215.45
123438,34209.619999999995
215449,39525.51
184597,9873.03
159312,30516.879999999997
6680,16108.2
63317,48151.83
208335,15081.65
38656,10666.44
235893,2483.0699999999997
234683,45429.17
30835,47151.65
97272,33603.28
157100,22568.0
91912,22853.879999999997
79170,50997.3
7926,7250.74
219030,14494.7
111896,36522.04
28881,36234.19
215764,19898.36
217604,2748.959999999999
32209,26755.91
74862,-9723.62
224282,27468.18
27047,38104.53
237192,22111.08
55264,21423.36
15529,42980.71
144367,-3471.67
245602,14777.98
132547,25156.53
158798,33332.020000000004
229169,53694.31
76924,18458.760000000002
203328,22295.72
158861,33232.39
128459,26955.41
188923,9705.77
54610,13565.9
1759,33474.41
123798,53000.020000000004
237617,22472.83
136654,27464.46
140375,34419.25
159747,52225.53
215652,20781.48
59943,4984.57
168096,49485.04
168395,-6649.950000000001
133258,-5461.58
56066,37797.34
67160,10309.4
99170,43838.3
238116,33545.84
206341,53542.59
27545,-3647.4500000000007
105970,40713.3
188516,-3075.16
27691,24248.09
116977,30326.23
224000,28210.0
238880,19947.2
147291,38181.09
44953,-3217.5300000000007
28868,28326.32
93373,6134.27
249050,36109.5
182994,36561.06
237909,30615.91
103646,11809.54
243452,-13334.52
200518,5760.82
81194,10951.06
22590,16867.1
206267,47309.33
197038,41124.619999999995
42750,-4387.5
82509,24004.91
241906,-915.0599999999995
5302,2579.9799999999996
17415,5010.85
135207,14395.93
206329,12084.71
165106,12040.94
161639,13092.61
179915,-9579.15
184202,42027.979999999996
89218,41444.82
60989,15332.11
68354,35108.46
195202,-3524.0200000000004
152589,33029.11
145954,40591.46
9573,23537.27
89090,40735.1
147206,35892.94
199497,42292.03
113160,8750.4
211061,1895.3899999999994
98798,45259.020000000004
206990,46031.1
130735,-7764.35
65155,12923.45
160035,14306.65
58042,11092.58
77797,-2315.9699999999993
200619,-7430.1900000000005
234021,23540.79
133566,13241.34
127358,8751.42
190673,21100.27
70756,-849.5599999999995
223608,14081.92
75740,6021.6
139917,25711.83
107339,41742.61
153533,-7590.33
51403,25959.97
73717,13333.83
93758,21238.42
213866,10394.34
94078,39267.22
249111,34904.89
15509,27776.91
129930,50718.7
19408,2121.92
107925,11688.75
137275,38099.25
203821,13950.79
246459,11749.41
162185,15124.15
197123,8467.77
202633,7035.67
21011,26408.89
76390,6702.1
177285,20278.15
192571,29536.29
221876,42060.24
176563,13731.369999999999
111247,58187.53
183241,23840.59
194332,39153.68
1013,-940.1299999999992
43401,39644.99
108911,29909.89
191928,26421.72
75623,44778.770000000004
18975,43346.25
215348,33160.520000000004
110674,37834.26
148570,14577.3
191363,34102.369999999995
134517,28601.83
74561,37427.39
69872,2047.2800000000007
142290,31654.1
42113,47188.87
174071,2425.290000000001
122770,23320.3
201136,29290.64
166067,37474.33
129329,6853.709999999999
246150,14671.5
115463,19036.37
205471,27950.29
19412,1267.8799999999992
213517,29886.83
73725,21749.75
177154,25473.46
217183,-9436.83
136779,35647.21
145232,30775.68
190532,45931.68
92512,8536.88
201097,-3763.9699999999993
198837,9829.63
163419,31843.809999999998
200326,-8467.26
13895,9572.05
49233,43060.67
221801,15952.99
143605,2197.9500000000007
171944,22303.559999999998
123391,3204.09
227758,34609.42
216820,38657.8
185736,27353.64
36413,34796.87
108020,30258.8
61600,10782.0
158058,20804.42
191699,32140.010000000002
20007,22410.93
93821,29990.79
104415,31032.85
154143,-6537.43
91825,36108.75
54686,17086.14
225854,40039.46
26113,42588.87
13005,5875.950000000001
127734,30498.66
180099,48092.01
115507,-3190.0699999999997
240181,28310.190000000002
227337,26779.63
86953,30592.47
236837,22313.63
9028,30134.72
60919,31002.809999999998
38349,37033.51
127717,42792.83
218319,23160.809999999998
152615,20805.85
138381,26861.190000000002
198771,47655.29
24497,18159.03
221150,-1258.5
219148,19442.52
109526,52573.74
174689,30009.11
186547,26925.53
77526,43142.74
38769,44827.31
116309,5996.91
232581,1822.1900000000005
32203,17225.97
34196,16823.04
55485,11555.15
76883,23509.17
69152,18393.48
38403,10176.97
37639,10071.61
18145,21838.55
247577,15231.23
208840,38193.6
174268,1485.3199999999997
122613,13787.869999999999
65520,-980.2000000000007
67487,18945.129999999997
174570,25195.3
245374,15570.26
127757,18097.43
220167,13409.33
82215,5097.85
148972,40801.28
104086,29643.14
19435,1853.6499999999996
229437,642.630000000001
164751,42859.49
164097,11241.03
30033,37306.67
159992,47277.08
214359,-322.59000000000015
181193,11538.07
149358,40542.42
54390,28333.1
110472,3933.2800000000007
155757,-233.5699999999997
202500,34969.0
138812,33920.88
176092,10664.08
152148,26942.52
224598,6713.02
158932,33747.68
153746,20956.54
49792,36133.08
86636,21952.64
14215,-4394.15
51600,-3297.0
136914,5412.860000000001
70875,-6132.75
102655,-10924.55
92300,-10690.0
94205,9999.95
148153,17686.47
68969,16986.309999999998
137451,22188.489999999998
180979,35093.21
69869,20644.309999999998
140473,10521.27
172610,44643.9
244294,42241.06
44619,42520.81
202464,20395.36
162439,10135.61
242793,21823.07
188091,29815.09
162588,12425.119999999999
198852,4675.48
135019,38317.81
129768,23617.32
125571,17723.29
117622,18646.78
156196,18650.04
146366,40875.34
205441,30562.59
97708,-4110.08
104134,47389.66
45759,19588.41
132461,21438.39
8800,59642.0
230245,24461.55
66612,-7811.120000000001
200106,38620.94
182866,606.3400000000001
58244,19127.559999999998
195844,23591.559999999998
9314,47331.86
223804,32082.96
151555,49507.45
18611,15998.89
200729,-8447.29
151385,4172.15
205159,30681.41
153336,36223.64
141251,23681.489999999998
134035,18284.65
4598,8880.02
19084,10683.16
86066,46066.34
82013,23739.870000000003
115505,16871.95
37319,27515.809999999998
179453,11227.47
75358,32972.42
231189,12843.11
1736,18979.64
225531,21781.690000000002
22250,13543.5
163096,43528.04
17086,20169.14
102896,1045.0400000000009
167756,2105.4400000000005
43358,27264.42
55431,10581.69
151944,20163.559999999998
7358,-7855.58
67066,48606.34
3799,57726.01
170576,19650.239999999998
222533,16468.67
163493,39194.07
175344,-1902.4400000000005
225605,39397.95
176245,23427.55
19838,48420.62
238355,21117.45
90420,34261.8
247244,24810.559999999998
198160,34219.4
232564,43394.36
170616,6360.84
10220,35696.8
168282,31104.18
64625,40772.75
214163,31111.37
135131,16090.69
57466,14282.34
127897,14325.03
198108,40692.92
244563,47598.369999999995
203644,7823.5599999999995
217632,34033.68
40278,9915.22
171263,44323.369999999995
87921,28419.79
32564,30890.36
130977,40594.229999999996
116690,32009.1
66484,40700.16
23520,22923.8
175368,25711.32
204313,38010.869999999995
122628,20036.72
72083,36754.17
114769,51932.31
157004,42342.96
18837,28569.629999999997
84222,19273.78
58329,1681.7099999999991
249435,32573.65
74258,46970.42
198598,33080.020000000004
92,35002.08
218477,13976.23
39142,40927.58
135917,22427.83
244808,28832.92
56171,36746.29
247530,-3638.2999999999993
129413,34481.869999999995
121918,22253.82
110617,7610.83
1193,21947.07
192739,-2831.3899999999994
124378,30145.22
224299,5510.01
165801,13273.99
122939,15176.61
126191,33773.09
36053,48830.47
59984,30167.16
110525,1921.75
18884,11381.16
155962,-4986.620000000001
117169,9413.31
82181,1579.1900000000005
150402,25502.98
118501,36611.99
137568,33912.32
184001,22827.989999999998
31563,10551.37
6148,28069.52
3003,48972.97
207262,-9943.619999999999
86391,21553.09
168510,6218.9
171410,16256.9
242750,41162.5
10033,19354.67
135258,49788.42
164560,41869.4
83220,10755.8
52653,38896.47
120529,31345.71
25986,5414.139999999999
223058,12697.42
77925,16012.75
97745,-6008.450000000001
123581,42356.19
84805,34216.95
4278,31398.22
193303,26860.97
174909,20458.91
156702,21900.98
103508,14342.92
204382,13015.18
45862,44421.38
200453,14232.47
204102,12469.98
33471,46911.29
139353,28330.47
206478,17167.22
77847,-685.4699999999993
193112,16444.879999999997
34477,13084.23
64455,48524.45
248743,33487.57
159153,-2525.5300000000007
230440,8341.6
115612,38109.88
13214,13169.86
22246,39746.54
111372,3453.2800000000007
220245,17420.55
239110,14286.9
35660,42391.4
2315,-902.1499999999996
51881,48272.19
54924,26584.760000000002
28518,21907.82
199284,-5357.84
133898,32026.02
249707,13777.93
42260,49291.4
86768,25508.32
105624,43292.76
25766,21541.34
164525,38929.75
179158,15364.42
20322,12921.78
33924,41820.76
161385,487.14999999999964
123133,17353.67
92876,50150.24
170469,46126.31
101466,33472.34
39851,29454.489999999998
50108,40353.92
209054,28362.46
184244,24281.559999999998
22529,37974.71
85223,26921.77
168418,19399.82
46776,36795.24
30941,-2394.41
44559,15824.41
154659,19322.41
56863,10950.37
69032,30372.68
35266,52182.34
135314,35139.86
156570,36167.3
15376,17557.239999999998
22594,4682.0599999999995
155795,29704.05
181344,38746.56
180618,49044.82
134627,8790.73
133911,28246.89
209368,6809.32
198790,34365.1
118531,4273.6900000000005
58049,12394.51
99672,21275.28
95025,1148.75
63667,30778.33
121258,659.4200000000001
154387,24183.129999999997
81576,11534.24
25900,42273.0
129192,36954.08
218310,45144.9
165507,16638.93
200050,-257.5
4620,57447.8
108767,50162.33
96274,24978.260000000002
75237,16275.63
36870,8954.3
21209,-7564.09
111986,-6207.860000000001
148609,17795.91
134722,58339.78
60504,30750.96
157981,44724.19
41900,-2792.0
66337,43275.63
249415,5301.85
214956,22623.440000000002
181918,34551.82
76586,33184.14
44660,41357.4
42743,21929.57
11101,16488.989999999998
98259,19264.41
63331,14891.69
174907,10169.93
2252,17361.48
79793,32986.07
242156,38207.44
20068,34813.32
189530,42285.7
214156,36011.44
12317,53244.83
127274,37730.26
131103,10866.97
248947,17092.53
23437,-2285.370000000001
135992,55936.08
143635,5099.65
18358,35197.42
13743,17809.57
17955,13084.45
222943,35176.57
30200,17489.0
179087,32614.129999999997
159880,43614.2
143258,2035.42
148474,36168.26
184892,13126.08
206961,29198.39
41218,42807.82
20314,34456.86
117571,18726.29
176915,22020.85
223961,44534.39
82773,28265.27
172948,56691.520000000004
5379,45133.21
13493,-2623.9300000000003
76495,12704.05
33943,-362.4300000000003
216006,15979.94
72667,23219.33
247611,46011.89
55044,27952.559999999998
142656,35152.44
19220,10582.8
125667,36374.33
2009,-5161.09
237855,15543.45
54153,36719.47
139302,32153.98
119885,637.1499999999996
32172,36636.28
3629,17709.71
13464,23536.36
63606,30742.940000000002
47083,19499.17
18619,20736.809999999998
133085,-186.85000000000036
128655,30332.45
148045,41646.55
67178,27996.22
31329,401.7099999999991
17123,23506.77
72709,29650.91
88974,37902.26
147943,25660.57
160474,17056.260000000002
246531,-9619.31
131570,44.29999999999927
150301,55290.99
14739,22824.61
235380,40454.2
176378,17608.22
235435,27212.65
229673,9396.27
79366,-5775.66
212494,1749.0599999999995
41302,46697.979999999996
35548,16967.52
199813,16373.869999999999
55462,24547.379999999997
144266,8770.34
116157,14270.43
205970,-9666.7
66041,19478.59
124227,46403.729999999996
62602,2863.9799999999996
21992,37911.08
57328,13421.72
180128,15378.72
187858,20669.42
118322,34848.78
122582,16242.18
33861,50184.39
72741,45564.59
76138,691.6200000000008
115927,-10285.27
50027,-4496.27
118823,4938.77
105219,-10538.19
185634,9856.66
241098,649.0200000000004
237467,8438.33
87697,31244.03
100514,35047.86
140647,51949.53
131693,13859.07
190084,5614.16
126080,4387.200000000001
215671,30457.29
60774,7782.26
239572,-1749.7200000000012
245694,30253.059999999998
118152,11667.48
233089,-9807.89
106158,19952.42
225634,11093.66
191742,12513.58
41493,8882.07
178292,24535.08
13569,34011.31
247805,30019.95
231123,22786.77
166538,33085.619999999995
115824,5107.76
162927,32557.73
90558,43986.42
211398,12792.02
114642,19998.58
131271,2736.290000000001
233691,37898.09
123798,-558.9799999999996
136872,16555.28
46015,31902.85
27296,22814.04
247796,11060.04
155403,7776.969999999999
3346,45225.54
49713,25719.870000000003
158143,14837.57
238557,4296.43
246598,6379.02
204804,42274.96
180612,32538.879999999997
174083,18558.17
225184,37025.16
123172,35956.28
218393,10088.07
99052,15257.48
122321,1886.7900000000009
211115,-9483.15
42272,37750.28
19883,55205.17
96034,39224.66
28004,39191.96
65564,45325.36
231558,42456.42
227673,40602.270000000004
129293,33284.07
193176,12502.24
64271,53242.29
77504,16120.96
221588,42090.119999999995
146077,32580.23
82808,24295.92
1818,52318.82
239827,8727.73
161366,18349.34
4316,37878.84
56530,3117.7000000000007
242227,-294.27000000000044
141952,25261.48
238602,11447.98
194949,26920.510000000002
134691,21272.09
116429,50409.71
24968,42077.32
192461,39675.39
55523,29371.77
7855,43668.45
246686,27631.14
122376,25574.239999999998
75449,4228.51
89345,18668.55
209546,52634.54
164252,9603.48
15301,7911.99
191000,4909.0
185249,32363.510000000002
52893,-157.9300000000003
170212,27545.879999999997
215522,41676.78
225148,4169.52
40054,23144.46
125473,19281.27
30439,52577.61
40115,53383.85
59945,49205.55
172836,-1384.3600000000006
240333,37744.67
59654,25934.46
101679,30359.21
162725,26367.75
30156,-3547.5599999999995
62127,34160.729999999996
22405,-4157.049999999999
81201,26238.989999999998
84817,-1891.17
35287,1236.1299999999992
12331,18064.690000000002
10071,23695.29
15181,30798.190000000002
157607,38628.93
195589,34107.11
194865,18507.35
97581,29320.190000000002
153124,34160.76
201384,42184.16
175938,357.619999999999
243931,18658.690000000002
210387,12310.130000000001
143259,16726.41
85682,-2660.8199999999997
74579,-12387.79
214516,43186.84
139387,48522.13
104265,9512.35
136725,46928.75
42315,49111.85
244548,28920.52
113173,9292.27
66918,37829.82
122573,19484.27
222134,23342.66
3222,40129.78
196725,5533.75
152393,36063.07
198895,41052.05
182771,5125.290000000001
183239,58383.61
62979,54359.21
184940,52566.6
112276,46891.24
223543,-1528.4300000000003
238719,13353.81
131745,-1588.4500000000007
42149,29920.510000000002
24926,28196.739999999998
33410,-7873.1
114153,46986.47
217409,9788.91
191472,1684.2800000000007
240148,22795.52
135482,5709.18
18413,-4911.129999999999
94257,32880.43
160702,28985.98
55844,-1685.4400000000005
10929,29307.71
112099,47842.01
161042,52322.58
224145,31263.55
45366,6699.34
100962,49173.38
126890,33788.1
191417,30508.83
191663,28833.37
24473,38673.270000000004
12442,27322.58
31202,32067.98
185803,41006.97
93227,24954.73
69371,23459.29
148449,34951.51
29199,56338.01
225878,51310.22
56420,12211.8
33940,49190.6
70598,34194.020000000004
146832,20318.68
96977,20931.23
29476,39899.24
90505,2171.9500000000007
97613,25857.870000000003
75158,15367.42
94937,25042.629999999997
218717,38104.83
192925,45384.75
3756,36172.44
208677,-8383.77
229763,12368.369999999999
27821,27333.79
249214,-7476.139999999999
38263,38928.37
161708,53154.92
190973,26733.27
35892,43639.08
84380,27071.2
175769,25739.309999999998
69357,-1261.5699999999997
180034,13510.66
173780,20508.2
185147,23832.53
220641,21054.59
134,39130.66
127074,32631.260000000002
49456,39695.44
62759,38244.41
76501,4815.99
209782,18328.18
196958,5884.42
66915,29384.85
239577,40941.229999999996
